experiment,delta,massless_score,gapped_score,massless_entropy,gapped_entropy,massless_geom_cost,gapped_geom_cost,massless_compression_cost,gapped_compression_cost,passed,reason
synthetic_spectrum,0.0,3.31891341147083,345.20258848914034,3.3713524723525867,3.9732615660633908,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,0.1,3.31891341147083,345.2040273260345,3.3713524723525867,3.9746694806602374,0.14129964142893608,18.472953201911167,0.984375,62.99999999999999,,
synthetic_spectrum,0.2,3.31891341147083,345.2054447000461,3.3713524723525867,3.9760562156311026,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,0.30000000000000004,3.31891341147083,345.20684141564556,3.3713524723525867,3.97742257199791,0.14129964142893608,18.472953201911164,0.984375,63.0,,
synthetic_spectrum,0.4,3.31891341147083,345.20821819668237,3.3713524723525867,3.978769270212747,0.14129964142893608,18.472953201911167,0.984375,63.00000000000001,,
synthetic_spectrum,0.5,3.31891341147083,345.20957570110494,3.3713524723525867,3.98009696487905,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,0.6000000000000001,3.31891341147083,345.21091453200467,3.3713524723525867,3.981406255793198,0.14129964142893608,18.472953201911167,0.984375,62.99999999999999,,
synthetic_spectrum,0.7000000000000001,3.31891341147083,345.2122352460946,3.3713524723525867,3.982697696422911,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,0.8,3.31891341147083,345.2135383603532,3.3713524723525867,3.9839718005502465,0.14129964142893608,18.472953201911164,0.984375,63.0,,
synthetic_spectrum,0.9,3.31891341147083,345.2148243573234,3.3713524723525867,3.9852290475686245,0.14129964142893608,18.472953201911167,0.984375,63.00000000000001,,
synthetic_spectrum,1.0,3.31891341147083,345.2160936894006,3.3713524723525867,3.98646988677198,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,1.1,3.31891341147083,345.21734678235595,3.3713524723525867,3.9876947408752854,0.14129964142893608,18.472953201911167,0.984375,62.99999999999999,,
synthetic_spectrum,1.2000000000000002,3.31891341147083,345.21858403826076,3.3713524723525867,3.988904008939225,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,1.3,3.31891341147083,345.2198058379431,3.3713524723525867,3.9900980688262075,0.14129964142893608,18.472953201911164,0.984375,63.0,,
synthetic_spectrum,1.4000000000000001,3.31891341147083,345.2210125430728,3.3713524723525867,3.991277279282908,0.14129964142893608,18.472953201911167,0.984375,63.00000000000001,,
synthetic_spectrum,1.5,3.31891341147083,345.2222044979414,3.3713524723525867,3.9924419817216443,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,1.6,3.31891341147083,345.22338203100014,3.3713524723525867,3.9935925017563045,0.14129964142893608,18.472953201911167,0.984375,62.99999999999999,,
synthetic_spectrum,1.7000000000000002,3.31891341147083,345.22454545619456,3.3713524723525867,3.994729150536253,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,1.8,3.31891341147083,345.2256950741304,3.3713524723525867,3.9958522259124734,0.14129964142893608,18.472953201911164,0.984375,63.0,,
synthetic_spectrum,1.9000000000000001,3.31891341147083,345.2268311731019,3.3713524723525867,3.99696201346325,0.14129964142893608,18.472953201911167,0.984375,63.00000000000001,,
synthetic_spectrum,2.0,3.31891341147083,345.2279540299975,3.3713524723525867,3.9980587874013596,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,2.1,3.31891341147083,345.22906391110826,3.3713524723525867,3.9991428113806027,0.14129964142893608,18.472953201911167,0.984375,62.99999999999999,,
synthetic_spectrum,2.2,3.31891341147083,345.2301610728492,3.3713524723525867,4.000214339216278,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,2.3000000000000003,3.31891341147083,345.23124576240525,3.3713524723525867,4.001273615531622,0.14129964142893608,18.472953201911164,0.984375,63.0,,
synthetic_spectrum,2.4000000000000004,3.31891341147083,345.23231821831604,3.3713524723525867,4.002320876340228,0.14129964142893608,18.472953201911167,0.984375,63.00000000000001,,
synthetic_spectrum,2.5,3.31891341147083,345.23337867100133,3.3713524723525867,4.003356349572773,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,2.6,3.31891341147083,345.2344273432411,3.3713524723525867,4.004380255555118,0.14129964142893608,18.472953201911167,0.984375,62.99999999999999,,
synthetic_spectrum,2.7,3.31891341147083,345.23546445061106,3.3713524723525867,4.005392807443703,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum,2.8000000000000003,3.31891341147083,345.2364902018807,3.3713524723525867,4.006394211623299,0.14129964142893608,18.472953201911164,0.984375,63.0,,
synthetic_spectrum,2.9000000000000004,3.31891341147083,345.2375047993795,3.3713524723525867,4.0073846680714595,0.14129964142893608,18.472953201911167,0.984375,63.00000000000001,,
synthetic_spectrum,3.0,3.31891341147083,345.23850843933053,3.3713524723525867,4.00836437069336,0.14129964142893608,18.472953201911167,0.984375,63.0,,
synthetic_spectrum_verdict,,,,,,,,,,True,gap minimum occurs at zero
